XnpknxZreq;7.540056788229753;16
YiHEEvCQzH;1.560543527067737;5
Ib4Bu38jQ3;7.829403814737827;30
jZwvGEIjXh;4.187608151158207;2
a3qVCVj9N8;4.6158207481542135;44
X2p5wH11LE;5.629032260107821;11
UfLOUHOcUc;7.21773066770626;83
A15wa4Oe3Z;9.25433989428061;5
BvCkxBN1Bg;6.631197870496845;79
aCrU3eM5NE;1.6583986216476865;52
vrefr5V12p;5.0319387051399165;35
xJZ4TjKZRC;2.5601610650173368;30
g8JIQJzFr9;9.310438317385863;75
H7D36dv8kQ;1.027170166592406;88
E4vVn2Kwy5;1.2321928222519518;60
NFPxM2qAaO;8.232214294360949;97
VRAxaDLSxi;2.6920192389735673;93
FpinceM8sz;9.304785617496234;68
OxiSA3ba6a;9.417982415397919;76
TUWq8xCZzL;1.180077139159198;43
rTx1YlOQg2;9.961533168922465;92
SYBDnYBysr;7.248765814349678;19
nCRaAVpNDI;3.5235610583229993;10
oLKQfBrH4G;2.7579947434146215;36
gVhhLvrVRP;2.543706202178917;80
rO2mqofwwL;1.4411316838112442;74
lQ9ja8KwKY;9.739859146379876;61
yNKpDvpipQ;5.539501700928447;72
jYvwNSLicx;1.028302543461762;6
k588a11z5j;7.0821666666611085;16
BiRFTHe1eh;8.974550804630981;99
5G3jrBDkHH;5.16885387322627;42
wq2OT3ehqy;9.183673745670779;25
laatHhNWzW;5.2296438080866015;90
ynBzl48OJg;5.4181161807688785;47
nK3IklgVEJ;6.773946122342615;90
8kqGZS5CoZ;5.022903382873062;27
5j5Gb4SuT5;6.363439671548258;87
OP94KxqHeD;0.07428595155674955;99
CafxmbhAZ1;8.114830184396679;56
5ZUvC3r29n;7.8575485140026835;99
8k9rz1Eurz;5.5492318327834;98
bEwEc7RzXX;3.887797829891073;82
jiNt7hafE8;6.110262956677762;12
cYdBl7rla5;8.057689578039273;76
RJPP1c8v54;8.928137712872443;7
fJKKTabtX2;3.6562915396443985;86
RsnJvZ22UA;2.7828434593132076;17
ThQMLfyVAt;5.540524974026278;46
5MDVQ8Sgat;2.860371103246657;77
